soil_moisture,temperature,humidity,rainfall_forecast,wind_speed,sunshine_hours,growth_stage,crop_type,field_area,water_required
44.56569174550735,42.159654851282696,88.5862214172908,0.138438719931194,38.10049702388309,7.315260755250067,2,4,6.478950496516533,465001.4
22.731605907940136,27.086700931501458,65.71914692027592,8.221022764815004,45.00117988288629,11.609759589063998,2,2,1.8389758607038873,25124.4
78.27872573793216,42.260782989087176,68.84621594336951,2.0713754877010313,29.38844338316479,9.212294268820626,1,2,5.424533753338091,0.0
65.87268524860835,22.32313275622274,79.03422230103594,12.79981948293796,3.0212944717959145,2.4855823501692864,4,0,3.7457627779635922,0.0
37.17189483445654,39.380791301273476,45.285591466400035,5.349672546187463,42.223663375692375,11.44223141560321,1,4,3.6412474711197156,49087.1
66.18482186470507,41.534896043815905,50.44551302543863,1.878479225413832,7.114949837934642,2.775332582237068,1,3,6.842657533320365,0.0
12.68984442736275,25.957326048461155,25.45879830929883,1.6696874318533843,34.7758128173747,11.820847400575781,3,0,5.3448723995155625,264559.8
19.16167969875032,28.298579582377187,65.74207947437773,2.0669613115611414,7.814197925481348,10.569443961394999,2,4,1.1213672348276837,65576.5
28.101411379434882,37.28192591289958,86.30735136943838,6.7480161053685705,28.79067159240903,5.945236236017745,4,3,9.096781709118982,391.4
46.72706146799356,35.82059837473696,85.55534866312918,5.594082072010091,31.131967635130568,10.305755220633413,4,2,8.317630603967356,99736.2
35.26817278580188,23.881965301168414,46.42483963962658,1.50963152942149,2.4211613208634573,2.8794442480542597,4,2,8.046323108499696,100610.2
70.41723981129155,24.413464299171864,58.96869695745973,0.30354112085209217,42.33160266465339,10.46119699189944,1,3,3.2924213640392654,0.0
10.970349513900208,33.16710821681791,75.1527419131306,1.0120906908778555,42.86383180206448,10.552817832429774,1,0,4.791319359271678,56326.8
48.48020786143177,25.405710327866686,39.19453235421713,6.834794543835705,35.801661747066376,7.838196679467778,2,0,9.046137544622841,99.2
13.408639387995084,28.540080982178658,60.24388089245303,1.9286509145962265,10.287309102304377,4.517234782599131,1,0,6.427061223746215,411.0
75.53235949165537,29.45046967365576,47.44189392552839,0.1390195416651318,22.801465179933807,3.8119457527011473,2,2,2.991920627260594,0.0
40.562993283813626,17.574323151283167,72.20583923931069,1.6553694083379855,40.14245534941407,7.548984565730612,3,3,6.3296842945380325,138402.4
66.29158954887188,39.50581441623068,67.30704064912644,2.5670300595189133,9.823582542476593,9.0846468874555,1,1,5.185290036060409,0.0
54.60410337657963,43.13660928284651,21.233155499877512,0.8732972838510157,47.38937573939768,9.330382136438537,3,3,4.028942119880529,217606.8
40.62324454166104,41.997286300640155,62.559176183757636,0.1688591067958293,48.990508694467756,4.53243288791179,3,4,9.936755624360632,1118681.1
49.75820081212564,26.85228976164578,43.97795159615457,7.300209540329502,35.03321028616451,4.824556788582155,3,2,6.128231272862678,117368.6
43.991278976157844,22.119531126116733,86.49726306138241,1.4228469947709084,49.97991911000099,3.540047054821124,2,2,1.6034635523950507,34786.5
56.68492132210765,32.463641124595085,43.87308946331464,5.175150655342849,37.94811448093187,9.968687662249039,3,4,9.044607492448836,610500.0
48.19871781691181,15.105139905931749,79.83072158829049,6.614971811191068,36.02201569210554,7.661557818056465,2,2,9.689235878265134,0.0
65.18570441271312,30.743680355878553,83.74393394584405,23.74860620955765,14.082761757338268,4.677324450679496,3,4,9.115476805381892,0.0
66.18503168569973,33.09976696933795,30.408952280828377,1.7667347866998226,19.32711250864003,4.617965767208901,4,2,2.2683601394855626,0.0
52.301908756822385,33.09874531836052,57.666785483098586,3.3999095258196226,5.056102710745197,9.047727792439975,2,1,1.0804615024779665,35900.0
51.74755197847231,22.606493277957277,89.7709749855624,1.0034361258614521,45.68585719243359,3.9230042366613342,3,4,7.399615235846993,342886.2
32.50469908735174,23.904006151555166,29.584105473382337,1.1653585005401512,38.49080797188467,9.944706467360056,2,2,5.235772277818292,249505.1
75.09452342019654,31.311042589347522,59.00739861329818,1.1971440962800184,8.158371138122373,7.743724975451836,4,0,3.799376313725835,0.0
40.27485148310924,21.450143048100855,27.847955383673728,0.8816025122172189,2.168165008411349,2.3199851868194847,3,3,9.92320350337532,182197.6
74.46961647676031,41.24799973051947,38.12972513097429,5.124551440700902,11.650247398879793,9.43569130079674,3,0,1.492325093034986,0.0
57.18912068752441,33.185806122724216,58.74394675090296,0.2985368796156551,27.085451243695953,8.564779838302423,4,1,1.129217382355296,42445.2
72.81781228251104,43.20702578618668,30.56754951912064,5.498971527341387,33.36035275107748,3.448986133661,2,4,9.405649627391236,0.0
10.791177561231573,31.443601949454553,31.45940726968933,11.122074759752273,23.556715923571108,9.138101973440072,2,2,2.0899284776448632,971.7
43.21172258911663,16.493015897657266,37.328100091263224,1.2096877282490663,1.0097970386764688,8.597149331148087,3,2,6.048553987622767,189883.0
55.16530030912647,15.943715857380782,32.50421991888197,1.9571121443702177,8.731943236873075,5.0572498407309165,3,2,5.991735415685347,114912.8
36.44874496090307,35.035806667190414,78.35880518958183,0.37039322308752276,8.388985305221153,11.174980964820548,3,4,3.645586576301535,349332.9
16.55723374796647,17.92856281605447,42.74206245368531,1.6236134324330809,15.114995206117293,2.144685360731447,4,3,2.2221761826831603,7401.1
74.95007249766965,23.2295602948561,71.59517124647154,25.755968318241976,14.022706238672775,4.837762807095817,4,2,3.5279109625703553,0.0
30.986036929566513,16.126682092205687,69.92972056675654,1.4809475256718487,37.76906444240784,4.597359383744797,4,3,7.003539682014811,44850.1
58.32259928305103,21.051136721593252,68.55739255163455,2.4539089407544434,21.174380585618795,9.892817820521023,4,2,3.34749329458062,39923.4
56.844018405665494,16.214634729849134,66.99308721706132,6.294018741983329,48.44742458766607,4.499094493500604,3,4,1.5239414642377818,29663.5
27.39778746491982,42.280809801749044,47.87044987540312,6.1426922860745155,11.813020343731845,8.58579210360907,4,0,6.912271219017102,0.0
62.069505185367206,18.128309262456387,75.15079005903586,15.562767132320987,9.259468384984737,4.365660284441461,1,3,5.427210231911031,0.0
63.860980559508974,15.07582649495727,29.715333064567883,1.0186303874024962,42.04710122459127,6.41867123801647,2,2,7.677777849573568,0.0
